Shania Twain	http://streaming.exclusive.radio/er/shaniatwain/icecast.audio	0
Shawn Mendes	http://streaming.exclusive.radio/er/shawnmendes/icecast.audio	0
Sheryl Crow	http://streaming.exclusive.radio/er/sherylcrow/icecast.audio	0
Sia	http://streaming.exclusive.radio/er/sia/icecast.audio	0
Simon & Garfunkel	http://streaming.exclusive.radio/er/simongarfunkle/icecast.audio	0
Simple Minds	http://streaming.exclusive.radio/er/simpleminds/icecast.audio	0
Small Faces	http://streaming.exclusive.radio/er/smallfaces/icecast.audio	0
Smokey Robinson	http://streaming.exclusive.radio/er/smokeyrobinson/icecast.audio	0
Snow Patrol	http://streaming.exclusive.radio/er/snowpatrol/icecast.audio	0
Spandau Ballet	http://streaming.exclusive.radio/er/spandauballet/icecast.audio	0
Steeleye Span	http://streaming.exclusive.radio/er/steeleyespan/icecast.audio	0
Steely Dan	http://streaming.exclusive.radio/er/steelydan/icecast.audio	0
The Steve Miller Band	http://streaming.exclusive.radio/er/stevemillerband/icecast.audio	0
Steve Winwood	http://streaming.exclusive.radio/er/stevewinwood/icecast.audio	0
Stevie Ray Vaughan	http://streaming.exclusive.radio/er/stevierayvaughan/icecast.audio	0
Stevie Wonder	http://streaming.exclusive.radio/er/steviewonder/icecast.audio	0
Sting	http://streaming.exclusive.radio/er/sting/icecast.audio	0
Stone Temple Pilots	http://streaming.exclusive.radio/er/stonetemplepilots/icecast.audio	0
Supertramp	http://streaming.exclusive.radio/er/supertramp/icecast.audio	0
Suzanne Vega	http://streaming.exclusive.radio/er/suzannevega/icecast.audio	0
T-Rex	http://streaming.exclusive.radio/er/trex/icecast.audio	0
Take That	http://streaming.exclusive.radio/er/takethat/icecast.audio	0
Talking Heads	http://streaming.exclusive.radio/er/talkingheads/icecast.audio	0
Tammy Wynette	http://streaming.exclusive.radio/er/tammywynette/icecast.audio	0
Taylor Swift	http://streaming.exclusive.radio/er/taylorswift/icecast.audio	0
Tears For Fears	http://streaming.exclusive.radio/er/tearsforfears/icecast.audio	0
The Temptations	http://streaming.exclusive.radio/er/thetemptations/icecast.audio	0
Texas	http://streaming.exclusive.radio/er/texas/icecast.audio	0
The 1975	http://streaming.exclusive.radio/er/the1975/icecast.audio	0
Thin Lizzy	http://streaming.exclusive.radio/er/thinlizzy/icecast.audio	0
Tick Tock Radio 1950	https://streaming.ticktock.radio/tt-app/1950/icecast.audio	0
Tick Tock Radio 1951	https://streaming.ticktock.radio/tt-app/1951/icecast.audio	0
Tim McGraw	http://streaming.exclusive.radio/er/timmcgraw/icecast.audio	0
Tina Turner	http://streaming.exclusive.radio/er/tinaturner/icecast.audio	0
Toby Keith	http://streaming.exclusive.radio/er/tobykeith/icecast.audio	0
Tom Jones	http://streaming.exclusive.radio/er/tomjones/icecast.audio	0
Tom Petty	http://streaming.exclusive.radio/er/tompetty/icecast.audio	0
Tom Waits	http://streaming.exclusive.radio/er/tomwaits/icecast.audio	0
Tony Bennett	http://streaming.exclusive.radio/er/tonybennett/icecast.audio	0
Toots And The Maytals	http://streaming.exclusive.radio/er/tootsandthemaytals/icecast.audio	0
Toto	http://streaming.exclusive.radio/er/toto/icecast.audio	0
Travis Scott	http://streaming.exclusive.radio/er/travisscott/icecast.audio	0
Twenty One Pilots	http://streaming.exclusive.radio/er/twentyonepilots/icecast.audio	0
U2	http://streaming.exclusive.radio/er/u2/icecast.audio	0
UB40	http://streaming.exclusive.radio/er/ub40/icecast.audio	0
Van Halen	http://streaming.exclusive.radio/er/vanhalen/icecast.audio	0
Van Morrison	http://streaming.exclusive.radio/er/vanmorrison/icecast.audio	0
The Velvet Underground	http://streaming.exclusive.radio/er/velvetunderground/icecast.audio	0
Waylon Jennings	http://streaming.exclusive.radio/er/waylonjennings/icecast.audio	0
The Weeknd	http://streaming.exclusive.radio/er/theweeknd/icecast.audio	0
Wham!	http://streaming.exclusive.radio/er/wham/icecast.audio	0
Whitney Houston	http://streaming.exclusive.radio/er/whitneyhouston/icecast.audio	0
The Who	http://streaming.exclusive.radio/er/thewho/icecast.audio	0
Willie Nelson	http://streaming.exclusive.radio/er/willienelson/icecast.audio	0
The Yardbirds	http://streaming.exclusive.radio/er/theyardbirds/icecast.audio	0
Yes	http://streaming.exclusive.radio/er/yes/icecast.audio	0
ZZ Top	http://streaming.exclusive.radio/er/zztop/icecast.audio	0
